audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-223740_bem_d31_elicit_45.wav	lelo alaishe ukuti marko ese kukumwafwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-201313_bem_fb0_elicit_17.wav	imfubu ine nalikwata amaka sana kuti nakwafwa ukutema imiti yonse	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-141625_bem_fb0_elicit_22.wav	kuti bateya fye ayengi mpaka banaka kano fye ninshi ubukungilo nga bwapwa elyo balabwelela ku mushi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-060018_bem_d31_elicit_24.wav	nakuba ni balya abaimona ukwishiba ebalingile ukwafwa abashaishiba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-234543_bem_d31_elicit_10.wav	ati ine ndekabilo kubatishiwa kuli imwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-093742_bem_fb0_elicit_10.wav	ninshi walala wapapa ubwafya teti ubutunge na kubutunga	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_46.wav	ubwite bwa mu mipepele ipya	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-222019_bem_fb0_elicit_46.wav	ine nakulashipanda no kubuulako ubuci	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-132419_bem_d31_elicit_9.wav	muli ulu lupwa mwali abana baume cinekonse konse samwele atuminwe kukusuba umo pali aba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-132016_bem_fb0_elicit_15.wav	ee bayafisha pa mwinshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-221342_bem_fb0_elicit_30.wav	bakumbatana balaya na ku tebulo uko ashile ababiye	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-205737_bem_fb0_elicit_23.wav	bamfubu abati ala mukwai bamayo mwati ifwe nga tulesheta umusheto wawame fi tufwaya na mali yene ala iyo mukwai besakamana tukalya mailo ulucelo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-042805_bem_d31_elicit_50.wav	umuntu onse uuleshitisha ulupapulo akulabulamo two hundred kwacha mu lupapulo lumo elyo no kutuma two thousand eight hundred kwacha ulwa lupapulo lumo ku mukalamba aleimininako icitungu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-231632_bem_fb0_elicit_29.wav	janet pa kumono bukali bwakwa robin ifilamba fyalapona ubulanda no mwenso fyaisulo mutima wakwe atampa ukulanguluka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-232741_bem_fb0_elicit_26.wav	ale we mwine sosa kanshi washile shani amalibu ukuti yacite ubusanso bwabipa ifi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-230705_bem_fb0_elicit_50.wav	bashifyala na banafyala no mukashi batemwa nganshi bati acakuti twashukila umupalu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-141937_bem_d31_elicit_24.wav	bushe robina ni nkashi obe ukuti ulelanda ati nine mulamu obe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180102-143243_bem_d31_elicit_23.wav	ukwali intamfu iitali	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_8.wav	bapanga na maboko ku mitwe balaimba na kalwimbo ka kufulukilamo bafyashi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-091556_bem_d31_elicit_41.wav	elyo umuntu atwalilile ukutila inshita yandi yafikile ilintu nathan kyabo afunike ukulu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-004748_bem_d31_elicit_46.wav	nga shashininwa shikatetekela ukuti takwaba lesa umo lelo baba abengi nalimo amakana na makana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-205737_bem_fb0_elicit_55.wav	lelo ilya fye ifyakulya mupepi no mumana taiya mu kulya ifyakulya ifyabela mu mpanga umutali pantu itiina umulilo ukuti nakabili ukayoca	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-223928_bem_fb0_elicit_16.wav	nomba nga batendwa ukwangala shikitishikiti balacita utwangalo tumbi nelyo utwakwangufyanya ukusosa utumashiwi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-201528_bem_fb0_elicit_44.wav	janet atala acebaceba pa kumona joni nga ali mupepil amona tali mupepi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-005539_bem_fb0_elicit_27.wav	janet aisasantamuka ayolola ati ala nakile cibi ku mulandu wa kwenda bushiku bonse ukwabula ukutuusha	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-230705_bem_fb0_elicit_39.wav	mwane ati natesha tata nkalacita fyonse ifyo mwanjeba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-031630_bem_d31_elicit_42.wav	mwilaba ukuti ulu lubembu kuti lwaba matukutuku yakwa kasebanya kukufwayo konaula ubumi bwa lukuta	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-193949_bem_fb0_elicit_13.wav	yonse iyashala nashikile fye ne mwine ukwabula ukumfwa ku bantu bambi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-101707_bem_d31_elicit_44.wav	iyi milimo ilingile ukusalapule mibili ya misepela	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-090721_bem_fb0_elicit_55.wav	pali kashimi kapela	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-020249_bem_d31_elicit_43.wav	mu malembo ya pa mulu tulemona ukuti yesu aliibimbile mu kupyunga ukukalamba nganshi ilyo talabwelela kuncende uko aleba eka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-020137_bem_d31_elicit_5.wav	mwilembo ilyo tulemonapo tulemona ukutila yesu aposele inshita ya lucelocelo ukuba na lesa mu mapepo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-004748_bem_d31_elicit_16.wav	elyo pa cibelushi tukalapoka icitupa icakulangisha ukuti natupwisha amasambililo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-093742_bem_fb0_elicit_27.wav	nakanda nakabushe na kamuno mpindi cilya pabwela fye imbwa yafyuka ne pe bumba lya babiye yalungama na ku mushi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-194432_bem_d31_elicit_13.wav	naisa mukulondola inkongole shakwa chintelelwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-110537_bem_d31_elicit_21.wav	mu nshiku ishileisa nafimbi ifyakubelenga fikalasangwa pali ii website	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-231356_bem_fb0_elicit_40.wav	uyu ninshi atapa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-215409_bem_fb0_elicit_30.wav	joni mwikala kwi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-002700_bem_fb0_elicit_34.wav	munomba ati cawama sana we mwaume witila ni lelo lyeka twakupokolola ku fiswango	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-090125_bem_d31_elicit_43.wav	kabili uuli umo pe bumba litwa volunteer ministers abo pali ino nshita baimya lulu wakula endauka mufyalo ifya lekana lekana mu africa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-141937_bem_d31_elicit_15.wav	inkweteko iyiine hundred kwacha iyashalapo nalafwaya	1
/scratch/skscla001/experiments/datasets/bemgen/audio/08-200915-143450_bem_346_elicit_2.wav	abana mufyalo ifyapusana pusana nemitundu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-223928_bem_fb0_elicit_15.wav	apo pene bafumbata ne minwe elyo kabili abali no kusonta basonta nakabili uukwete inanda nga filya fine baciba bacitile pakubala	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-023548_bem_d31_elicit_40.wav	icikomo ndefwaya ukupeela cakuti ukuposa inshita neka na lesa mu nshita ya mafya kulangafwilisha ukutendeka ukumona fintu mu nshila lesa alefimwenamo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-234841_bem_fb0_elicit_26.wav	bamo bata lunwe na baishiba cikofi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-120903_bem_d31_elicit_19.wav	efyo ba fwaya ba mayo senge ifi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-223449_bem_fb0_elicit_43.wav	batini alasunga fye forty pounds atampa no kufwaya icitukutuku ca kushita	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-225221_bem_fb0_elicit_49.wav	paul atala akumpa ku minwe ati kwena joni nga bakashana ba muno kalaleacili aleupa uyu wena tabakakokole nankwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/08-200915-143450_bem_346_elicit_22.wav	iyi filimu ibomfya utumitwe utwamalangi ayengi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-143137_bem_d31_elicit_4.wav	bushe caani ici taumwene ati mabuula aya iwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-225221_bem_fb0_elicit_34.wav	mukwai janet wa kantu alaba na ku ifumo asumina fye apo pene baima baikatana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_25.wav	mwipifye kusosa fye pali amaminute yasano nelyo ukucefyako	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-090125_bem_d31_elicit_5.wav	mucine kuti casoswa ukuti abantu tabakwata icibusa ukucila ena	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-011519_bem_fb0_elicit_14.wav	joni ele ulucelo na nshita nshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-223427_bem_d31_elicit_48.wav	aendele imilundu umwanda umo ukupitilila na pa mupaka wa mutundu wa hmar	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-231356_bem_fb0_elicit_45.wav	kwangala fye no kufukisha icangalo cabo pakuti bonse baleshilimuka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-223110_bem_fb0_elicit_21.wav	ine nine nkaleenda na matebela ya mwana wasanga imisu mu numa nga mumupaapa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-223110_bem_fb0_elicit_20.wav	awe mwandi amano nayapela nshishibe na fyakucita	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-185936_bem_d31_elicit_23.wav	ili bumba lya bantu abapalana mu matontonkanyo no kwikatana mu mweo untu lesa abapela no kukakana pamo ukupitila mu cibwesha pamo no buyo lyacingililwa kuli kasebanya ukupitila mwi senge	1
/scratch/skscla001/experiments/datasets/bemgen/audio/10-200914-180622_bem_346_elicit_6.wav	kwati ifyo kuti aba uwakutuletela umuti ngatatuleumfwa bwino	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-122837_bem_d31_elicit_9.wav	bushe nauipekanya ukutwala ubusonge	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-112337_bem_d31_elicit_21.wav	lesa atontonkanyapo shani pa mutima uyu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-002700_bem_fb0_elicit_35.wav	twakulakupokololakofye pe pantu nomba ifwe twakulaipaya insoka shonse mu mpanga umo ulunga	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-084033_bem_d31_elicit_35.wav	bushe finshi fingacitwa ku lubali lwa ntungulushi pakwampana nabana banono	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-081904_bem_fb0_elicit_42.wav	mu kwangufyanya janet apanga natii aleta na pa tebulo balanwa bonse babili balepuma ne lyashi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-215409_bem_fb0_elicit_31.wav	janet njikala pa yadi pa mr thorncroft epo ndela abana bakwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-192247_bem_d31_elicit_13.wav	ifintu tubelenga mu cipingo ca kale ifyacitike kukusambilisha bamushilo nafyo kuti twafibomfya pa kusambilisha	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-060018_bem_d31_elicit_1.wav	ukucetekelwa abena kristu nangu ulukuta ulwakwata umutima wakwelela lulacetekelwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-132016_bem_fb0_elicit_13.wav	tabaninako kabili tabasaila abakalamba balabalesha abati mwilaonaula filyo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-132008_bem_d31_elicit_5.wav	bamayo balelila pamo no lupwa lwabo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-112337_bem_d31_elicit_2.wav	natukutike ishiwi lya kacema wesu cila bushiku	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-143137_bem_d31_elicit_42.wav	iloleshe weka umungulu weka weka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-134124_bem_d31_elicit_48.wav	ee kuti mwatuma pa nambala iyiine	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-223928_bem_fb0_elicit_2.wav	atemwa mung'ang'a nshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-231428_bem_d31_elicit_20.wav	bushe tulondolola pamulandu wa fintu ifyatantikwa pa cilonganino nelyo tuilondola fye fwe bene	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-223928_bem_fb0_elicit_5.wav	naimona menso kubekabeka nga ne ulele pa lwino ndoleni ee	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-133148_bem_fb0_elicit_40.wav	janet aipusha joni ati bushe ninshi mailo tatwakaye ku biaolo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-230705_bem_fb0_elicit_35.wav	nea waya mu mpanga ku kulunga nga wasanga inama waecba amalibu inama ulefwaya ukwipaya nga ni shinga nayo kuti yatesha	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-190124_bem_fb0_elicit_6.wav	ubukungilo bwa kubika mu maliba nga bateya bwingi kabili bwa misango misango	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-134124_bem_d31_elicit_34.wav	ka leteni aka pepa insendepo inambala	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-105203_bem_fb0_elicit_23.wav	lekeni nga alsa mwimucenjesha aleisaibukila fye uke namufukukila ndemutinaula uleke intumpu shakwe lelo shipwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-023953_bem_d31_elicit_31.wav	kabili icifulo ici ca mapaalo sana pantu ni lesa uwamupeele impanga ukuba iya kutushamo ku balwani bakwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_1.wav	kuti twapyungila abantu no bunte bwesu mu musango shani	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-090125_bem_d31_elicit_16.wav	ngacakuti onse alemoneka uwasekela pali ici bushe kuti catupamfya ukucilandapo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-002057_bem_fb0_elicit_9.wav	kanshi e mukashi obe ulya mwa ulya umwene aishiba sana ukucinda jaivi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-091556_bem_d31_elicit_9.wav	ee pali munonko paulo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-221817_bem_d31_elicit_11.wav	nangu ukupokelela ubwafwilisho ukwabula ukuba abakusalapo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-202459_bem_d31_elicit_25.wav	uleibukisha filya nakwebelepo ati chintelelwe alimpangileo umuti	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-122837_bem_d31_elicit_44.wav	wemutemwikwa wandi ndelomba ukuti unga mpelakofye akashita akanono ukuti injesenda umwipwa wandi ku siteshoni	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-163326_bem_d31_elicit_19.wav	bushe kuti twasambilisha shani ukwabulo kusambilila	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-182347_bem_fb0_elicit_13.wav	abali lubali kulya balalwisha abanabo abali lubali lumbi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-020249_bem_d31_elicit_14.wav	umwana wa ku mushi uulebomfeshiwa na lesa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-134124_bem_d31_elicit_1.wav	mulamu fuka bushe cali ninebo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-130145_bem_d31_elicit_12.wav	wishi atile ubu butandashi bwaciba ubwakupumikisha kabili ubwaibela	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-004748_bem_d31_elicit_34.wav	te bantu abengi balemoneka ukukwata ubwafya pali ici	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-105203_bem_fb0_elicit_7.wav	ukwile imbwili umumbulu ulubwabwa taiga ne nama shonse ishikali shayaumfwa amashiwi ya musango umo wine	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-110929_bem_fb0_elicit_18.wav	amakanga yati yateshe ifyo imitima te pa bukali ayati	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-090721_bem_fb0_elicit_37.wav	ebo bakashale bamona ifi fintu fyatupesha amano	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-182347_bem_fb0_elicit_23.wav	balashila icishilwa ukushingulusha kapala wine bacita ifyo fine kuli shonse ishacelwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-141625_bem_fb0_elicit_16.wav	imilimo yonse ii nga yapwa kwimya iliba no kuliteka pa mpela ya mumposempose uko akakile akamuti	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-213535_bem_d31_elicit_29.wav	bushe taufwile ukuba ku sukulu ukuti ulelasambilila	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-163326_bem_d31_elicit_44.wav	ukubomfya malembo ekwalengele kasebanya ukufulumuka ukufuma kuli yesu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-003122_bem_d31_elicit_8.wav	nga mulekabila ukusendamo ulubali muli uku kucimfyanya tumeni ifilefwaikwa apa pesamba kuli ba editor ukushinta pa thirty june two thousand and nine	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-120021_bem_d31_elicit_19.wav	muli iyo nshila umutengo uyo bakabelenga bafwile ukulipila kuli magazini yabo ukaba uo bengakwanisha	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-223427_bem_d31_elicit_34.wav	fyakubatamfya pa mushi umofye uo aishibe ukuti ewalifye na benamupalamano	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-132008_bem_d31_elicit_18.wav	nelyo anakishe pamulandu wa kubombesha yohane alifililwe ukulala	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-150533_bem_fb0_elicit_27.wav	ifwe tuloma nga uleti masange mukaya abukila zambezi pampilibili	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-091556_bem_d31_elicit_37.wav	eico natendeke ukukonka fyonse ifyo alecita	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-005539_bem_fb0_elicit_28.wav	bonse babili baya mu bafa ku kusamba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-202141_bem_d31_elicit_41.wav	yesu alitasha pakalamba ubunte bwakwa petro pamulandu wa citetekelo muli wene	1
/scratch/skscla001/experiments/datasets/bemgen/audio/13-201009-113828_bem_40e_elicit_15.wav	naumfwa mwamba nao ati mune cola endesha yama tukushimikileko ifyo tumwene lelo ubushiku	1
