audio	sentence	speaker_gender
03-201004-091537_bem_798_elicit_17.wav	kaitali fye na muhenda babili epeela e balefwayo kuti babepaye nge paki lya mipashi yabo	Female
02-200917-225408_bem_197_elicit_22.wav	ukutinya ababiyo tekuti kubombe ngataukwete nshila yakufikilishishamo ifyo ulebatinisha	Male
01-200922-090011_bem_d31_elicit_40.wav	mukwai nga mwalipuswa kuli uku kulongana ninshi lekeni mwebe ifyo mwalipuswa ku mapalo yakwa lesa	Male
02-200917-173744_bem_197_elicit_6.wav	ukulanda pamuntu nokumoneka amoneka	Male
12-201010-100842_bem_526_elicit_10.wav	twabafisha na mashiwi twayendele kabilo umo aya na ku kweba imfumu	Male
03-200925-070127_bem_798_elicit_33.wav	ukutanda imbila nsuma ye pusukilo ya citetekelo muli shikulu yesu kristu	Female
16-201008-152306_bem_40e_elicit_1.wav	kuli chisha uko mulenga aikele talekele kulima	Female
03-201001-105646_bem_798_elicit_25.wav	ukushipa munganda nangu basanswa munganda	Female
03-201006-013752_bem_798_elicit_24.wav	atampa no kumushimikila ifyo bamwebele ku ofeshi	Female
05-200918-100705_bem_a40_elicit_28.wav	icibemba citila ifibi filakonkana	Male
05-200916-193628_bem_a40_elicit_36.wav	bamukolwe nga bafula tabuca bwangu	Male
04-200914-215547_bem_346_elicit_16.wav	elo walemba ishina lyobe kwati 'steward' mwaumfwa	Female
03-201001-105646_bem_798_elicit_29.wav	twatila abakale balepepa imipashinokutila tafipusene nokupepa leesa pantu nao mupashi	Female
01-200914-214639_bem_d31_elicit_23.wav	katumbi takuli eo alaupa ine ninkanya	Male
17-200916-152419_bem_346_elicit_46.wav	natampile geledi one lintu nali nemyaka eight	Female
01-201006-002700_bem_fb0_elicit_9.wav	munomba ati ee cisuma natulolele abaice babwele	Male
03-200925-050356_bem_798_elicit_40.wav	bushe cilepilibula ukutila icilonganino icikalamba kabili icisuma cilya mulonganinamo shino nshiku cakuulilwe na bena kristu abene	Female
03-201004-110412_bem_798_elicit_49.wav	mukati namo nga waciloleshamo waumfwa no mushishi ku mutwe waenda	Female
02-200918-100309_bem_197_elicit_17.wav	namayo uufwa pa kupaapa pamulandu wakuti alicitile ubucende	Male
03-201002-091908_bem_798_elicit_30.wav	bushe ulu lwimbo lulolele mwi mucingilileni maayo ee mucingilileni naine nyina alincingilile	Female
03-201002-091908_bem_798_elicit_5.wav	londolola ico balemwitila ifyo	Female
11-201010-172917_bem_c4b_elicit_24.wav	kanshi mu nganda umo nga tamwaba tulumendo tumbi cibinda wine e ufwile atumbula elyo banyina basamfya bwino bwino no kwipika	Female
04-201009-110017_bem_40e_elicit_0.wav	mulenga pali musonda we tandwe	Female
01-180101-141937_bem_d31_elicit_31.wav	nawishiba	Male
06-200916-094743_bem_c20_elicit_3.wav	nakwisa ukowa ukwa mucango umbiumbi	Female
02-200915-152337_bem_197_elicit_6.wav	ukubutuka inganda nangu abakashi pamulandu wa macusho	Male
02-200918-091456_bem_197_elicit_23.wav	umwana uushumfwa kubakalamba alasangwasangwa mumafya	Male
03-201006-013752_bem_798_elicit_15.wav	ukupike candamali ninshi alipwisha kale	Female
03-200918-110406_bem_798_elicit_12.wav	pakuti bekwata amafi tubatotele tusunge bwino ifyo balekula	Female
12-201010-083232_bem_526_elicit_2.wav	bwangubwangu twatwala ne nombe ku itanga lya sombe sha mfumu eko yayasendama	Male
03-200925-062606_bem_798_elicit_15.wav	shilingile shibalilapo kwipusha bakalemba ba natuleya	Female
03-201002-091908_bem_798_elicit_16.wav	bushe umwaice uwinga shishita wamusango shaani	Female
03-200916-023738_bem_798_elicit_47.wav	apo tuli bantu katwibikeko twilasuula bamuninefwe leelo tuleikoselesha bonse mu bumi	Female
07-200916-164857_bem_c20_elicit_16.wav	nga wafika muli uyu mushi walayamo	Female
03-200924-200908_bem_798_elicit_28.wav	lweni ubulwi mukwete	Female
01-180101-023953_bem_d31_elicit_12.wav	efyo cali na kuli wishi abrahamu	Male
03-200921-154823_bem_798_elicit_45.wav	ilyashi limbi ilyapa milandu ya mutitikisha wamu mayanda ne fitupa fya bwikalo ifyupo fyakupatikishiwa	Female
11-201010-161959_bem_c4b_elicit_17.wav	tayakwata mpantila nge mpuku shimbi pantu tayaba na busali	Female
01-200922-100107_bem_d31_elicit_24.wav	alishibe ukuti ali nokwakanya imilimo	Male
01-200918-113920_bem_d31_elicit_14.wav	finshi ifyo tulingile ukucita	Male
03-201002-085315_bem_798_elicit_30.wav	kwalepele ba mailoshi banga	Female
06-200916-110927_bem_c20_elicit_17.wav	mukasunkutu lyena aleka na ukutwishika	Female
11-201010-145657_bem_c4b_elicit_7.wav	balumbwe nga bashibuka bena bali no kuya fye pa nsaka balasamba no kusamba bambi nabo basambila mu mayanda ilyo talafumina panse	Female
11-201011-185414_bem_c4b_elicit_31.wav	balabutuka bonse no kwimba baleimba	Female
05-200916-125800_bem_a40_elicit_46.wav	nshatemwa ukufwala itoloshi	Male
02-200917-163739_bem_197_elicit_2.wav	ukufumyapo icintu ico balelwila	Male
03-201001-105646_bem_798_elicit_37.wav	uletemwa umubiyo nga wemwine	Female
01-180101-122837_bem_d31_elicit_4.wav	imwe naba mayo camoneka kwati mwalingana amano	Male
01-180101-031630_bem_d31_elicit_27.wav	pamulandu wakuti umuntu alengelwe mu cata cakwa lesa nao nakonkomeshiwa	Male
03-201004-091537_bem_798_elicit_31.wav	kwaliko icimusango cimo ico balecila	Female
04-200917-202142_bem_346_elicit_5.wav	buka steward	Female
03-201004-113233_bem_798_elicit_10.wav	abo bene ebakuyalindo mwana na nyina bali nokuyaikala ku mpili ukulingana na pa milungu ikumi limo	Female
05-200916-173030_bem_a40_elicit_41.wav	abalumendo abengi baaleefwaya ukumuupa nomba aaleekaana	Male
03-201002-054811_bem_798_elicit_37.wav	mukalaale kumwena ku meeno ayafiita	Female
03-201001-100406_bem_798_elicit_9.wav	ilyo naali umwaice twaile nabamaayo kwifwe kuti cilyafye bainama awe nenkalamo yabafukukila ine napunda nokuya eba abakalamba ekwisa bapoka	Female
03-201002-085315_bem_798_elicit_31.wav	naani watile pio na vera tabafwile kupana	Female
03-201006-015824_bem_798_elicit_11.wav	ilyo aupilwe ico maria ali ku sukulu uwakumufya tamoneke bwangu pantu bawishi balelolela ukuti akabale akapwe amasabililo yakwe	Female
01-200921-163326_bem_d31_elicit_6.wav	balipelwe nsambu shakuba inte shakwa kristu kabili abakwimininako kristu	Male
03-200924-204525_bem_798_elicit_22.wav	emulandu wine abo ababa mu makwebo na baba mufyabwikashi	Female
04-201005-205341_bem_40e_elicit_21.wav	katayi nyinabo ico ashele umushimbe abana bacili abaice tamwene cifulo cinecine	Female
06-200916-110927_bem_c20_elicit_3.wav	akati we bushe umunandi elekwi	Female
03-200925-003120_bem_798_elicit_48.wav	emukutila abasendwa na mafunde ya ncenjeshi sha bantu	Female
03-201004-103454_bem_798_elicit_26.wav	umuntu kutifye na mingilile mu lucengo na fitandabube fyamukunga fyamufyenta na mu masumbu yafiko	Female
07-200916-164857_bem_c20_elicit_12.wav	awe umulumendo atampa na ukukafyontelela icipute	Female
03-200916-120506_bem_798_elicit_0.wav	umwaka wa cibemba wayakanikana mufipande fine elyo imyeshi nayo yaba ikumi limo naitatu	Female
03-200920-120041_bem_798_elicit_0.wav	bushe ubulwele bwa kolonavailasi twenty nineteen buulwele nshi	Female
04-200914-215547_bem_346_elicit_22.wav	ubikepo 'ishina lwandi ni  ayanda'	Female
04-201005-205341_bem_40e_elicit_8.wav	akonkeshapo konkola nao wine balemwitilako abati nkankola	Female
17-200916-192637_bem_346_elicit_36.wav	nalimitemwa bonse ba geledi one	Female
04-201005-213708_bem_40e_elicit_20.wav	cinecine shimapepo afwa	Female
16-201008-152306_bem_40e_elicit_3.wav	imfumu na bantu baleponenwa pe ne nsala pantu inshita ishingi tabalelima balebakilwa ku kulwa	Female
06-200916-110927_bem_c20_elicit_19.wav	alatutumafye kumo na utwana	Female
05-200916-113409_bem_a40_elicit_5.wav	kuti nawilamo	Male
01-201001-193222_bem_fb0_elicit_26.wav	kanshi ekutila muli ne nshiku shitatu muno lusaka	Male
03-200923-230549_bem_798_elicit_0.wav	kuti kwaba ukutontonkanya ukuti nalimo umuntu uwingafwilisha mu bulwi alamonekela apa	Female
07-200916-162122_bem_c20_elicit_12.wav	utubundi twabuula na ulwimbo atuti	Female
01-201001-203149_bem_fb0_elicit_31.wav	ubushiku bushilile kantu joni na janet nabekala mu nganda balelya ubwali	Male
03-200921-154823_bem_798_elicit_14.wav	ngacakuti mulefwaya uwakumipilibwilako icitundu tumeni pa one three one four five zero	Female
03-200924-222234_bem_798_elicit_14.wav	imikalile yakumfwana abakoshanya aba mutima umo kabili abalashikwa	Female
04-201005-212919_bem_40e_elicit_6.wav	uyu mukote ishina lyakwe ni shamungole	Female
03-201007-015856_bem_798_elicit_30.wav	iyoo shamitombo mwandi ashukilefye	Female
03-200921-165915_bem_798_elicit_12.wav	kuti wasanga ubwafwilisho mu musango uuli onse uwa citupa cakwikala kobe nangu imyendele yobe	Female
01-180102-143243_bem_d31_elicit_15.wav	filling station iyi yakulwa naba pf gavamenti	Male
03-201007-015856_bem_798_elicit_53.wav	amwenefye uko umukashi wakwe awa no mulopa walipo na cululululululu	Female
01-200918-130145_bem_d31_elicit_40.wav	mu kutontonkanya ukuti nalimo bawishi kuti baumfwako bwino nga cakuti nalimo bawishi kuti bashala beka	Male
03-200924-204525_bem_798_elicit_5.wav	pakuti cingaba icakutwafwa ukumfwikisha imibele ya cilonganino tulekabila ukwasuka amepusho yakonkapo	Female
07-200916-162122_bem_c20_elicit_18.wav	kalubalabala kaluntensha	Female
06-200916-152623_bem_c20_elicit_24.wav	mumbi alaaya na kumushi	Female
04-201005-213708_bem_40e_elicit_10.wav	mwenya mu mutima ati nshakopwe nga baishiba inkaama ya kusalule mbuto	Female
07-200916-171635_bem_c20_elicit_29.wav	aitumbula abulamo na ubulanda bwakwe	Female
03-200924-181036_bem_798_elicit_42.wav	cacine umuntu uwasambilila icebo cakwa lesa mwi sukulu kuti aafwilisha mu mulimo wakwa lesa nga cakuti amatontonkanyo yakwe yali pali lesa	Female
04-200916-223805_bem_346_elicit_15.wav	ehe mucita shani	Female
05-200918-093426_bem_a40_elicit_46.wav	aaha nebo lelo nshileyako sendeni ka mulamu wenu	Male
03-200915-234914_bem_798_elicit_48.wav	na mafuta yakako yatampilefye ku bwaice bwakako	Female
03-200921-105818_bem_798_elicit_18.wav	finshi mufwile ukucita nga cakuti muletunganya ukuti imwe lupwa wenu atemwa umuntu umbi nakwata ifilangililo ne fishibilo fya bulwele bwa kolonavailasi	Female
03-200918-110406_bem_798_elicit_4.wav	ngacakuti twasha pa calo ifintu ifisuma napakuya mukutushiika tukaya na malumbo kabili tukasha na malumbo pa calo	Female
03-200924-181036_bem_798_elicit_32.wav	alifililwe ukutwalilila ukutamba pamo no kumfwa iyi miponto	Female
03-200916-010158_bem_798_elicit_48.wav	cinshi tusuulila abanensu abatasambilila nangu abalanda	Female
01-201006-110929_bem_fb0_elicit_25.wav	apo pene amakanga yalungama no kwali cembe	Male
03-200924-194133_bem_798_elicit_35.wav	lelo mulandu nshi	Female
04-200916-223805_bem_346_elicit_47.wav	ndefwaya aba abaice bakule elo bakebeko umuntu umo akasuba kamo eya	Female
09-200916-054405_bem_a40_elicit_23.wav	pimeni ubukalamba bwa cishima	Female
03-200924-181036_bem_798_elicit_36.wav	aleita ati iseni ilintu abena kristu ba muli cino calo balelondolola pamulandu wakupokelelwa kwabo kuli lesa	Female
04-201009-122744_bem_40e_elicit_13.wav	mulenga lekeni ukulya katapa mapipo ya bana ubowa nabo matwi ya bafwa	Female
01-201002-003945_bem_fb0_elicit_25.wav	nkashi kwa kondakita apokelela janet bwinobwino ena aletontonkanya ukuti cisotwe ni bukwe bwakwe	Male
12-201010-070823_bem_526_elicit_26.wav	na bashifwe ba bashifwe bakale baleutiina  elyo imwe mwise musushe aya mashiwil aleni nga mulefwaya ukufwa cikulu ine namusokako	Male
03-201006-011410_bem_798_elicit_48.wav	batilefye bashimumone cimo bukulu bebele niwe ani ishina	Female
01-180101-045438_bem_d31_elicit_10.wav	musumba nshi ukwafumine abakalamba balile pamo na paulo	Male
03-201006-013752_bem_798_elicit_16.wav	icalemusakamikakofye ni peleti no kunine mfalashi	Female
04-201012-174116_bmy_47d_elicit_24.wav	ilyo icalo catalala kaoma na konkola babwelela ku mulimo wabo uwa kwipika umwafi	Female
07-200916-162122_bem_c20_elicit_33.wav	utubundi pakumfwa mumushi mwatalala twaisafuma twafwala twatampa na iciilia	Female
03-200925-061220_bem_798_elicit_34.wav	tabalefwayafye imwe ukumona ifyo mwingamoneka bwino mumenshi ayalengama	Female
08-200915-143450_bem_346_elicit_4.wav	mululimi lwa sumiminishiwa mu caalo cine bekalamo	Male
01-180102-143243_bem_d31_elicit_10.wav	pantu baleshita ku citungu ca migodi ku kasama nangula ku mansa	Male
03-200916-015847_bem_798_elicit_7.wav	ngacakuti ba katumbi naba katumba baliloweekwe nabalupwa lwabafyashi wabo	Female
05-200918-093426_bem_a40_elicit_53.wav	bane mulamu wandi isumbu uko ateya niku mumana aaha niku mpanga ateya ena tateya ku mumana uku	Male
04-201008-160002_bem_40e_elicit_4.wav	nakasofu amona umulongo wa tente kuntanshi cilya ati alenukula amona umuntu umo kuntanshi aleluka teshibe ukuti ni mulenga wa mpanga ena ati munandi	Female
03-200924-200908_bem_798_elicit_6.wav	dabidi akwete amaka ya bu lesa muli wene e mupashi wa mushilo wine	Female
03-201007-022920_bem_798_elicit_15.wav	bawishi kwa shamitombo bena bamonana na patili fernand	Female
01-201013-132016_bem_fb0_elicit_22.wav	eico na bantu bamo balaipalanyako pa kulondolola ubukali bwabo abati ine ndi musunga wa mpundu nyambala pamulu	Male
03-200923-230549_bem_798_elicit_36.wav	talefwalisha ubulwi	Female
01-180101-062208_bem_d31_elicit_7.wav	lyali lisukulu apo abasambi balekukila elyo abalumendo abengi baleikala mu miputule iitwa ama dormitory	Male
04-200917-142312_bem_346_elicit_14.wav	kabiye kapyange nakabili	Female
04-200917-201407_bem_346_elicit_3.wav	muli shani'	Female
03-200921-105818_bem_798_elicit_62.wav	ababomfi ba pa fibansa fya ndeke na babomfi ba mu ndeke pamo na babomfi ba mu mipaka ya caalo	Female
04-201009-110829_bem_40e_elicit_14.wav	moneni mwe bana mulungu alyashime malaika gabriel umubili usuma pakuti ese muno calo balande na maria	Female
16-201008-152306_bem_40e_elicit_19.wav	imfumu yafulwa nganshi yatuma abakuyaipaya mulenga	Female
01-200918-081050_bem_d31_elicit_31.wav	bushe mwamonamo amafya ya musango shani muli uyo mulimo wa makwebo	Male
03-201004-113233_bem_798_elicit_18.wav	abene abali pantu alwile na bafwa no kubansha nabansha	Female
01-200917-223740_bem_d31_elicit_46.wav	kabili amulumbwila pe bumba lya babomfi banankwe	Male
01-200914-214639_bem_d31_elicit_47.wav	iwe ninkweba ukuti akalale kakulu uku tuleya kuti naishiba shani apakwikilila iwe nga taupeshibe ishina	Male
09-200916-054405_bem_a40_elicit_45.wav	camoneka kwati umulale naukulilako	Female
03-200920-120041_bem_798_elicit_32.wav	sambeni ku minwe libililibili ukubomfya isopo na menshi ayabusaka atemwa kuti mwabomfya umuti wa kusuba ku minwe uwakwipaya utushiishi	Female
03-200921-165915_bem_798_elicit_11.wav	umuntu onse uulepita mukutitikishiwa kwa mu lupwa namu nganda mu calo ca australia kuti asanga ubwafwilisho ukufuma kubafwilisha muli iyi milandu	Female
03-200916-133712_bem_798_elicit_14.wav	beshiba ekowafuma tabeshiba ekoleya	Female
03-200925-070127_bem_798_elicit_15.wav	nga cakuti mwakwata ubwafya kuti mwalanshanya na coordinator wa mu citungu cenu	Female
03-201002-054811_bem_798_elicit_19.wav	awe acusha aiba nefipe fyonse kumo nencinga panuma yakwikala nankwe  umwaka umo nemyeshi mutanda	Female
03-200916-033028_bem_798_elicit_34.wav	abene beka balayako kukwimwena elo nokulonda	Female
03-200921-214144_bem_798_elicit_11.wav	ukusembululwa nangu ukuputulwa kwa banakashi mulandu uwakakata sana mu calo ca australia	Female
01-200914-185607_bem_d31_elicit_32.wav	mwamona efyi ubwalwa bwaba polopela	Male
05-200917-083101_bem_a40_elicit_46.wav	awe efyo abatuntulu baishile eshako awe kakana akamuti	Male
04-200916-223805_bem_346_elicit_4.wav	aya mapela yobe te	Female
04-200914-215547_bem_346_elicit_20.wav	ndefwaya usende ibuku lyobe ulembe ubushiku	Female
03-200916-033028_bem_798_elicit_7.wav	ndesubila ba katumbi naba katumba balikwata abantu abantashi abo abafunda bakashi babo	Female
03-200925-062606_bem_798_elicit_9.wav	akabungwe kesu kamona ukutila nelyo amasambililo ayengi kuti yabomba ukwafwilisha abena kristu ba mu nkuta shonse	Female
11-201011-185414_bem_c4b_elicit_35.wav	baumfwana ukuya ku kusendama pantu nomba ifimbwi fyatendeka ukwenda	Female
03-201004-103454_bem_798_elicit_1.wav	umwine bamupeelo mutwe	Female
05-200916-113409_bem_a40_elicit_44.wav	endita mukwai	Male
03-201001-105646_bem_798_elicit_34.wav	wilashinina umunobe ubunte bwabufi	Female
01-201001-195552_bem_fb0_elicit_13.wav	kabili banalume na bamuka nalume abalumendo paul na robin nabo bene balishile ku kusangwa ku bwinga bwa munabo	Male
03-201004-122608_bem_798_elicit_26.wav	ni nshita yakuilanga ubwaume bwinebwine	Female
04-200917-142312_bem_346_elicit_49.wav	caawama wasambililako pali sayansi	Female
03-201007-002328_bem_798_elicit_27.wav	umo ali no kushala mu lucengo uwalenga amakumi yane	Female
01-201005-230705_bem_fb0_elicit_9.wav	panuma ya mulungu umo ilyo fyabweleleko fyasanga batombolilo ne mitwe ikalamba ne micila no tumolu	Male
02-200916-210458_bem_197_elicit_20.wav	utwakulya utusuma uto umukashi abikila umulume wakwe pambali	Male
01-201005-222019_bem_fb0_elicit_9.wav	umo yali iletontonkanya yasuka yaibukisha bacibusa baiko banshimu awe bwangubwangu eko yabutukila ukuyafisha umulandu	Male
11-201011-164709_bem_c4b_elicit_1.wav	amaliba ya mpuku na ya tuni fyalilekana muli fimofimo	Female
03-201002-085315_bem_798_elicit_19.wav	bushe cinshi calengele aleshipula	Female
01-201013-141625_bem_fb0_elicit_11.wav	te kubikila pakati ka bwendo iyo ni mupepi no bwendo atemwa mu mushita	Male
17-200915-120130_bem_346_elicit_34.wav	elo ba kafundisha nga baisulako tulalanda kuli bena	Female
12-201007-181124_bem_526_elicit_39.wav	ico abakashi bakwe bakulile kale awe kuti pa myeshi ibili ne fumo lyamoneka	Male
03-201007-002328_bem_798_elicit_7.wav	alampa nokulondolola ati	Female
03-201006-002050_bem_798_elicit_24.wav	pantu ukubwela nga kwalimushupile	Female
04-201005-211232_bem_40e_elicit_17.wav	cali ca nsoni kuli mulenga pa kulasendama inanda imo na banyina na nkashi yakwe	Female
01-200922-000917_bem_d31_elicit_33.wav	paulo alandile ati ine nali nga imwe bene nemilimo alebomba	Male
01-180102-181703_bem_d31_elicit_33.wav	inshila sha kwafwa umuntu onse ukuba uwabumi uusuma	Male
03-200925-070127_bem_798_elicit_30.wav	ifilonganino fyaikatana ca pamo mu busumino bumo ne ficitwa fimo fine te mu kukumbinkana kwa buteko bumo	Female
03-200924-200908_bem_798_elicit_1.wav	alwile mukuicetekela no kwipaya icilwani	Female
03-200925-050356_bem_798_elicit_9.wav	pali nomba ifintu naficinja sana	Female
03-201007-013831_bem_798_elicit_8.wav	ahbudula bushe kanshi niwe nga wishile nshila nshi	Female
03-200916-033028_bem_798_elicit_0.wav	nomba umuntu wamano apula ilyano konse konse fye nangu nikumwanakashi	Female
01-200930-154723_bem_fb0_elicit_3.wav	awe mwandi mwe balumendo balelo mwaba no bufi nshatala mona	Male
03-200925-070127_bem_798_elicit_23.wav	aba baminshoni baishibikwe muli cino calo nga ba christian missions in many lands	Female
01-201002-003945_bem_fb0_elicit_12.wav	shimona we nkashi yandi iwe ifyo ucindeme neco uli pa bukulu	Male
11-201007-191752_bem_c4b_elicit_18.wav	awe mukwai ni cikanga balepuke	Female
03-200920-120041_bem_798_elicit_8.wav	icifuba	Female
06-200916-152623_bem_c20_elicit_49.wav	mumbi aba nomba ni mfumu uwali umusha  umulanda kabili umucushi	Female
03-200924-222234_bem_798_elicit_33.wav	ukukoseleshanya umo no munakwe	Female
01-201011-221153_bem_fb0_elicit_23.wav	shikitishikiti	Male
03-201002-051828_bem_798_elicit_24.wav	imilandu yamusango uyu mu ndola one forty one mu mufulira one sixty onemukitwe one eighty twomuchingola seventy two na mu luanshya one fifty five	Female
03-200921-162447_bem_798_elicit_27.wav	imyumfwile yakwe iya bwanakashi nangu ubwaume nangu ukukwata akashishi ka hiv	Female
04-200916-232135_bem_346_elicit_6.wav	napapata bakafundisha mukwai kuti nafumako mumuputule	Female
