audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-063230_bem_798_elicit_23.wav	lukasa nshi pio akonkele pakufwailisha uwaipeye kolala	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-050356_bem_798_elicit_2.wav	lelo ine pamulandu wa kukwata ubunte busuma ngo mwina kristu tabafwaile ukuti banseshe nje kumbi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-110012_bem_d31_elicit_23.wav	nalimo kuti batemwa ukumona icifulo cimo panshita iyalinga	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-192247_bem_d31_elicit_21.wav	abantu abatetekela kristu bonse pamo na balya basambilisha malembo balingile ukutungululwa no kwafwilishiwa na mupanshi was mushilo mukubomba kwabo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-010158_bem_798_elicit_44.wav	bantu baishiba balupwa lwabo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-025003_bem_798_elicit_1.wav	nomba na ifwe emo twalefwaya kuti tuleikala pakuti tuleiba ifya mu musumba	0
/scratch/skscla001/experiments/datasets/bemgen/audio/15-201009-114723_bem_40e_elicit_41.wav	kabili te kaino mwana adam iyoo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-110412_bem_798_elicit_12.wav	abashala bali nokubasunga mpaka umwaka ubiye ukese	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200923-230549_bem_798_elicit_49.wav	pamo nga shauli dabidi amwene ipaka lileisa ku mulalo wa bena israeli kabili lyalebatinya no kubatumfya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-110412_bem_798_elicit_19.wav	bekala ku blueville ku manika fye kutali uku	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-105203_bem_fb0_elicit_0.wav	bushe tawateseshe amashiwi yaishile sosa imbwa mailo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200915-120130_bem_346_elicit_32.wav	kateka waku ghana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-053533_bem_798_elicit_52.wav	alefwayafye ukututinya alefwayafye ukututinya alefwayafye ukututinya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-013831_bem_798_elicit_39.wav	bakapokola baisa na banunka na nuu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-231428_bem_d31_elicit_33.wav	yohane alishibe kabili alibombele uyu mulimo wakutangililo mulubushi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-060018_bem_d31_elicit_1.wav	ukucetekelwa abena kristu nangu ulukuta ulwakwata umutima wakwelela lulacetekelwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-103454_bem_798_elicit_20.wav	shacinsa shainsa kuti shilifye sheka sheka apabula no lwimbo abantu balifye cinshinshi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-003945_bem_fb0_elicit_13.wav	ala kwena eko twasasa few babemba ku kufwaisha abana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/13-201009-112851_bem_40e_elicit_10.wav	kabili baleti emo bamwipaile	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-234513_bem_fb0_elicit_14.wav	ifi fyati fipwe aya mu cikini ku kunaya ubwali	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-021353_bem_798_elicit_13.wav	bakapokola bekabeka aba mfalashi bali ikumi limo na babili	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_27.wav	ifikolwe filomfwa ulukula sana mu milimo yonse iicita abaice nelyo akwata fye kamo ako kene eko balefutafuta fye nako	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-143443_bem_798_elicit_30.wav	nangu tandaleni pe buula lyapa intaneti ilyaba my blue sky pa www mybluesky org au	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-033028_bem_798_elicit_47.wav	iyaluunga ilabwelela	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-110537_bem_d31_elicit_0.wav	kasebo ka buyantanshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-214522_bem_798_elicit_18.wav	nangu nacilenga henry ukuti lelo amwentule	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-063230_bem_798_elicit_7.wav	bushe amalilo pio amwene yali yakwani	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200918-110406_bem_798_elicit_45.wav	twishala kubuluba kila umo umo alete akanono akwete pakuti tukuule imishi ya sempya ne calo ca congo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-021353_bem_798_elicit_5.wav	lelo aliishibe ali ni mu musango uyu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-010158_bem_798_elicit_9.wav	lesa apaale na bonse abo abalebapandako amano ukufuma ku bwaice bwabo nakubulumendo bwabo  apa naloleesha amenso yandi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-181036_bem_798_elicit_15.wav	nga muli bena kristu ababombesha ndesubila calimucitikilapo naimwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200915-120130_bem_346_elicit_8.wav	muletontokanya ati mwalabomba	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-201313_bem_fb0_elicit_50.wav	ifyo fine ku nshita ya cungulo aleta umusumba umbi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-061220_bem_798_elicit_8.wav	akumenye ng'wena elyo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-114142_bem_798_elicit_12.wav	ukubombela umuntu umbi nangu ukupatikishiwa ukubomba mu twampani pamo nga utwakupokelela abeni	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-021353_bem_798_elicit_35.wav	alamushimikilako no iwa mu blueville utwingi saana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201001-105646_bem_798_elicit_3.wav	insaka yaleba pakati kamushi apalesangwa abakalamba nabaice mukufundwa amalango nefyakupanga panga ifyo engabomba mukusowa nefyakuicingilila kubalwani	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200918-110406_bem_798_elicit_2.wav	ukuba umwaume tekufyalwafye ubwaume tekubafye no mwemfu tekukwatafye amakofi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-125910_bem_798_elicit_1.wav	ishiwi lyakuti sondo nangu sande twayampululafye ku cisungu elyo mulungu nalyo twayampulula ku ciswahili	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200918-110406_bem_798_elicit_3.wav	ukuba umwaume kumonekela muficitwa ifyalekanalekana leelo ifisuma	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-113233_bem_798_elicit_32.wav	abaice bali nokuilanga ukushipa kwabo no bucenjeshi bwabo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-222234_bem_798_elicit_45.wav	ulubembu lulaputula isenge na lesa elyo lulaputula isenge pakati ka bantu bakwa lesa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-054811_bem_798_elicit_4.wav	alandile napakupatulukana ama sukuluabatifi beka nabasungu beeka	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-054811_bem_798_elicit_17.wav	ekutila wikabwela mupashi pantu uli mubi taushile imbuto pa caalopano isonde	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-050356_bem_798_elicit_16.wav	twatendeke ukulakumanina pe sukulu kabili no kulabila inganda ne ng'anda	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-022920_bem_798_elicit_31.wav	basanga nokuti cintu calinga saana shamitombo nga ni mfumu uko afuma ukuti aye asunge caalo cakwe bwinobwino	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-114142_bem_798_elicit_9.wav	ici kuti cacitika ku baume abanakashi nangu abana banono	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-002050_bem_798_elicit_16.wav	eco ntile kanonganye yonse amakombe ya mfumu pakuti batila uuleta pa bwingi tonaula	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-143443_bem_798_elicit_14.wav	ngacakuti mulefwaya uwakumipilibwilako icitundu tumeni pa one three one four five zero	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-022920_bem_798_elicit_42.wav	maria na shamitombo nabo basekele cibi pa kuti nomba balaya mu kuteke caalo cabo abene	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-171929_bem_798_elicit_11.wav	ngacakuti iwe nangu umo uwo waishiba asangwa mubusanso landa naba kapokola nangu ubatumine pa zero zero zero	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-204525_bem_798_elicit_39.wav	kuti twasambilila ukuteka umutima ukushipikisha uluse no kutemwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-015856_bem_798_elicit_1.wav	abantu nabo ico batemenwe saana shamitombo kabili baaleemufuluka cabapeseshe amaano pa kusanga wishi eo bacilolo bakaka umusango uyo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-214522_bem_798_elicit_14.wav	ngafintu cingaba kapala wambao abwelela ku ng'anda ukufuma kuncito teti asose ati nacitwa ne nondo yandi lelo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-043821_bem_798_elicit_29.wav	eico tulefwaya bakalenga icantanshi pali fyonse ni abo bengalenga icikope icinga pulitwa mwilangi limo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-022920_bem_798_elicit_48.wav	amaano yakwa shamitombo yonse yena yalolelefye pa kuyalubule caalo cakwe ku nkondo na ku cisenshi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-194133_bem_798_elicit_5.wav	lelo aicefya no kulango kuti ukucimfya kwakwe kushintilile pakubapo kwakwa lesa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200915-120130_bem_346_elicit_35.wav	tweleleni bakafundisha natucelwa mwaumfwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-160552_bem_798_elicit_18.wav	ukutiinya abaice nangu ifiteekwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-222019_bem_fb0_elicit_48.wav	nga napanda na iwe nakulakushilako apo naliila na iwe waisalyapo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-045438_bem_d31_elicit_24.wav	ni bani ababa pa mulu mu butungulushi mu cilonganino citungululwa na yesu kristu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-204525_bem_798_elicit_21.wav	kwaliba inshila ishingi muntu ishiwi libomfiwa ukufuma ku bupilibulo bwe shiwi kwati kukwata fyuma capamo ifya kwakana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-221817_bem_d31_elicit_11.wav	nangu ukupokelela ubwafwilisho ukwabula ukuba abakusalapo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-181036_bem_798_elicit_8.wav	kwaliba inshita isho umuntu engafulumuka ubwafya ne nshita isho umuntu engasuula kabili kwaba ne nshita isho umuntu alingile ukulolenkana no bwafya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200916-152419_bem_346_elicit_39.wav	nabakafundisha tabalekumanisha ukulanda naena	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-002700_bem_fb0_elicit_13.wav	kabili akashita kapita panono nomba bankalamo abene basosa fye abau	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-215409_bem_fb0_elicit_28.wav	joni mukwai njikala ku mine compound	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180102-143243_bem_d31_elicit_63.wav	uyu tata aesha ukutumako ma lamya natu musange	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-025003_bem_798_elicit_32.wav	amaano yali ayamupelenganya nganshi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200923-230549_bem_798_elicit_43.wav	bushe balandilepo shani	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-005539_bem_fb0_elicit_33.wav	janet umwana kwena nkalela te mulandu lelo kwena nshakabwekeshepo ukukwata na umbi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-184652_bem_fb0_elicit_9.wav	kabili imfula nga yalaloka kuti yafutula amaliba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-222234_bem_798_elicit_14.wav	imikalile yakumfwana abakoshanya aba mutima umo kabili abalashikwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-174927_bem_fb0_elicit_6.wav	robin nao ati shuwa na ine wine kano nkacishule	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-063230_bem_798_elicit_9.wav	naani waebele pio ukutila amalilo yali yakwa banda kolala sergeant ifo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-181036_bem_798_elicit_43.wav	tulumbanye lesa pamulandu wakukwata basambilila icebo mu masukulu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-093346_bem_798_elicit_12.wav	kubombela pamo kwendela pamoiciima	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-133712_bem_798_elicit_22.wav	iciku pempula ecikulya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-222019_bem_fb0_elicit_33.wav	amani yonse yatobaika inshimu shapwila fye yonse luni pa kubwela uko aciba abutukile asanga fye ifipaapa fyekafyeka e filemulolesha	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-223449_bem_fb0_elicit_37.wav	joni ala mwe baume na ine wine amano nayalolako sana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-213535_bem_d31_elicit_7.wav	nga twasova ubu ubwafya ninshi capwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-212422_bem_fb0_elicit_1.wav	cimbwi kale nao ali ni nama nkali nga ifi fine fyaba inkalamo ne mbwili	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-005222_bem_798_elicit_7.wav	nomba mwalekutikilila aleumfwakofye uko balelumbula ishina limo baleti ba mangala	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-200908_bem_798_elicit_8.wav	ecalengele ukuti atonte bwino ilekeni nelyo ena aiminine apalungatene ne fumo lya mulwani wakwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-015847_bem_798_elicit_13.wav	leelo tulebapala pafisuma balecita nangu tabatupele cila umo umo ulupiya nangu ifyo tulefwaya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-195552_bem_fb0_elicit_15.wav	joni na janet babofya mu calici ca scotland mu matero	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-205737_bem_fb0_elicit_16.wav	kuti bamfubu ukuikwensapo ne filamba fyalapona na mu menso	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-142856_bem_798_elicit_0.wav	umwana wa mulanda kukakata	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-053533_bem_798_elicit_2.wav	mukwai tatwatalile atushimpa icilonganino na cimbi mpakafye mu nineteen ninety nine ilyo intungulushi shimo muli ifwe shaile sambilila ifya kushimpa ifilonganino ku kasama	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-063230_bem_798_elicit_17.wav	umwana wandi nakula eya seni mumone yanga yanga	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-114142_bem_798_elicit_31.wav	bushe imwe nangu umuntu umbi ali mubusanso	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-143443_bem_798_elicit_11.wav	ifyupo fyakufwailwa fyalisuminishiwa mu calo ca australia	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200916-152419_bem_346_elicit_21.wav	bushe bonse namumfwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/08-200915-143450_bem_346_elicit_2.wav	abana mufyalo ifyapusana pusana nemitundu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200916-193611_bem_346_elicit_2.wav	aleshako ukulanda ici soli nomba tatwalila saana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-114142_bem_798_elicit_19.wav	ukubomfiwa mukulungana no muntu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200916-193611_bem_346_elicit_37.wav	nalakupela nga napwisha	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-021353_bem_798_elicit_42.wav	shamitombo ayasuka ati natampile ukumfwa pa mfwa yakwa anatole nomba nshaikalishe mu blueville inshite ikalamba pakuti njishibe fyonse	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_9.wav	muli ili lyashi tweba abantu pafyo yesu atufumya mu lubembu ekutila ukufuma mu bubi mubufumu bwamfimfi ubwa kwa satana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-183344_bem_fb0_elicit_11.wav	mpaka balaseko nelyo imiku ine atemwa isano e pa kushula kapala onse ashala pambilibili	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-010158_bem_798_elicit_10.wav	kuli bakafundisha babo abanabo elo ne fya mucalo ifileta amano	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201001-100406_bem_798_elicit_46.wav	ngawaipaya kumubiika munkoloso baoca mwapya akalalanganda	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-013831_bem_798_elicit_16.wav	abutukila kuli yoani mu nganda muntu bali no kusendama	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200915-234914_bem_798_elicit_16.wav	ifya bubi filandwa mu ng'anda pakushiniina umubi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-001734_bem_798_elicit_11.wav	umo um wine mu cimfulunganya emo ne mfumu mutombo yabundila	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-163326_bem_d31_elicit_20.wav	icishiba ca menshi kuti catuma menshi mumumana nga cakuti cabala capokelela	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-093346_bem_798_elicit_26.wav	icipuula icuuma cabutatu icikona pa cilomba	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_14.wav	aoo yande mayo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-091908_bem_798_elicit_25.wav	pakumulanga ifyo afwile acingilila icisungu cakwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-091908_bem_798_elicit_7.wav	bushe kapumpe aloseshe mwi pakutila nshatalile ansesesha umwaume ubukushi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_8.wav	nomba twalalanda pa bunte bwa mweo wesu napakupusuka kwesu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-202459_bem_d31_elicit_47.wav	chitalu chitalu chitalu nakwita kanga	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-200932_bem_d31_elicit_8.wav	nalakupela iya tiketi nga naingila elo naikala mukati mwa basi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-222234_bem_798_elicit_20.wav	umu ni mu mikalile yabo muli yesu kristu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200918-110406_bem_798_elicit_9.wav	icipuba ecisundila no kunyelela mucishima kinwamo amenshi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-015824_bem_798_elicit_20.wav	ukwingila mu nanda kasanga namukakaala	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-013831_bem_798_elicit_1.wav	na maano yamupwa alalakalakafye	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-013831_bem_798_elicit_33.wav	kuti talapwa no kulanda na ahbudula aisafuma na kafofa muli musa na mpu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-214522_bem_798_elicit_0.wav	kuti twashinshimuna lesa pa lwesufye fweka	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-011712_bem_798_elicit_17.wav	nao icamusakamike kulila nalimo wishi wakwa maria imfumu hugo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-214522_bem_798_elicit_35.wav	umwina kristu kabili alitwa ukuba mwisenge nabena kristu bambi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-013831_bem_798_elicit_29.wav	uyu muntu mwishileko ciwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-020137_bem_d31_elicit_48.wav	bushe kuti caba shani ku bantu ilyo balekabila ukunwa amenshi ayatalala elyo kuleisafye ayakaba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-193222_bem_fb0_elicit_31.wav	neco tabalesubila janet ukufwayo kupwa batemenwe nganshi pa kumona cijoni cacindama ifi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-193222_bem_fb0_elicit_2.wav	joni abukile bushikushiku	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-015847_bem_798_elicit_45.wav	leelo alingile ukusakamana fye ifyo aikwatile  ifi fine e fikulu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-011410_bem_798_elicit_35.wav	akonkelelefye co cine abantu bawamisha ku mutima ebele na ine ku calici nshakulapuswako	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-070127_bem_798_elicit_13.wav	alibatemenwe lelo talepashanye micitile yabo iyabipa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-222234_bem_798_elicit_1.wav	bafwile baba abantu abo mupashi wamushilo ekalamo abekala no kutungululwa na mupashi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-214144_bem_798_elicit_8.wav	nga mulepekanya ukukwata umwana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-214144_bem_798_elicit_14.wav	umuntu uwacita iyi milandu kuti akakwa abe mwanakashi nangu mwaume	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-214522_bem_798_elicit_27.wav	ufwile ukuba uwaibukila no bucenjeshi bwa mulwani wesu satana ukuti alebala amulekanye nabena kristu banenu elyo amulopole	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-054811_bem_798_elicit_10.wav	peeleni icikuuku necongwe kuli bankosa mitima	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200916-192637_bem_346_elicit_46.wav	nafuma mu citungu  ca kukabanga	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-214522_bem_798_elicit_17.wav	mufwile ukulasosa nacisambilila isambililo mu kuicefya lelo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-194432_bem_d31_elicit_13.wav	naisa mukulondola inkongole shakwa chintelelwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-133148_bem_fb0_elicit_19.wav	elyo kabili ayasuka ati pindayi e mukutila ingileni mu cishona	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-004748_bem_d31_elicit_47.wav	nga cakuti shalyamba ukutontonkanya ukuti yesu ecibusa icacilapo shikalatila ron ecibusafye cacilapo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-165915_bem_798_elicit_12.wav	kuti wasanga ubwafwilisho mu musango uuli onse uwa citupa cakwikala kobe nangu imyendele yobe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-003654_bem_798_elicit_33.wav	shamitombo amonafye umulong na labalabalaba	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-122608_bem_798_elicit_31.wav	uyo onse ushaletula nama shingi ninshi ashama	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-004908_bem_798_elicit_13.wav	elyo umwine ashala aletonkanya ifyakucita	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-003120_bem_798_elicit_32.wav	napali imwe bene pakema bamo abakalalanda ifya bufi pakuti bongole abasambi abakulabakonka	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-091908_bem_798_elicit_14.wav	bushe abaice nga bali kubwaice babula imisango kwi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-091908_bem_798_elicit_15.wav	ukufuma kubafyashi babo eko bakopa ifyapala ukubumba inongo ukuluka imiseke	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-120903_bem_d31_elicit_19.wav	efyo ba fwaya ba mayo senge ifi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_21.wav	kabili kwaba na bashikafula abafushi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-110412_bem_798_elicit_41.wav	imitima yatampa yalaimininina nomba icakucita teco batak wete	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-033028_bem_798_elicit_1.wav	umwanakashi alipelwa ubupe kuli lesa ubo umwaume takwata	0
/scratch/skscla001/experiments/datasets/bemgen/audio/08-200915-143450_bem_346_elicit_24.wav	icakatapa katapa ngabalelanda ici nyanja	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-013831_bem_798_elicit_27.wav	elyo  icampesha amaano batini uyu lingi ali nga lingi wesu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-201528_bem_fb0_elicit_40.wav	kuli joni kwena alelandako fye limolimo ukwabula no kuposako amano kwati te mulume wakwe	1
