audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-181036_bem_798_elicit_21.wav	nangula cingaba cakuti uli umwaice nga fintu dabidi ali abantu kuti batemwa ukumfwa kuli iwe ukucila kuli munonko umukalamba	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-234841_bem_fb0_elicit_22.wav	eico kanshi balasakamana nganshi lyonse ilyo baleta iimpeta sha kulwisha nelyo ishakuta fye balashinguluka ibeta	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-202459_bem_d31_elicit_31.wav	awe kwali ku shauta uko icakuti nabalepita kumusebo kuti baumfwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-184652_bem_fb0_elicit_7.wav	utuni tatufukila kuwila panshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-012211_bem_d31_elicit_24.wav	ukupitila muli shikulu pantu abomfya icilonganino cakwe pali ino nshita sana sana abaku bulaya elyo naku canada	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-141625_bem_fb0_elicit_40.wav	nga bafisha ku mushi kuti bababako amasako elyo batumbula bapela na bafyashi babo babepikila	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-101707_bem_d31_elicit_39.wav	cintu icikankala ukubika mu mapepo ifintu ifikumine misepela	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-120506_bem_798_elicit_21.wav	panuma ya kasakantobo pakonka ipukutu ilyo ilisa mukwingilako na panono namumweshi wa september ulusubalunono	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_37.wav	bena aba kuti lyonse ilyo babatuma banakilila te mulandu nelyo pashili cilambu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-201313_bem_fb0_elicit_21.wav	umulimo onse ulefwaya kuti nakubombela cikulu waba cibusa wandi tuleumfwana mu fintu fyonse	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-010537_bem_798_elicit_34.wav	kabili ilyo tulepeela ubunte twimona bambi nga babipa saana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-141625_bem_fb0_elicit_23.wav	ubushiku impuku nayo yebele kanje ndafwaya ifyakulya ku nse insala itwipaya na bana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-081050_bem_d31_elicit_32.wav	pa myaka ikumi na ibili mu makwebo yandi ndasanga amafya ayalekana lekana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_42.wav	ifya kulanshanya elyo nafimbipo ifikankala  fyonse mu mulungu umo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200920-120041_bem_798_elicit_37.wav	tamufwile ukwikata ifiteekwa ifituntulu atemwa inama sha mpanga ishituntulu ukwabula ukufwala ifyakuicingilila ku minwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-001734_bem_798_elicit_25.wav	imfubu nasho ashiti twafwa ne mwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-225826_bem_fb0_elicit_25.wav	lelo uyo ashalikisha na kambe kuti balemusekuluka ababiye abati uleyapilwa amashisa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-223740_bem_d31_elicit_43.wav	panuma ya mwaka iingi paulo alangile nkumbu kuli marko	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-002057_bem_fb0_elicit_2.wav	ifwe twamufumisha panse no kutendeka ukumukalipila mpaka atendeka ukulila ico amona nafulwa sana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180102-181703_bem_d31_elicit_54.wav	batweba ukuti ukufuma mu january ukushinta na ilelo balusafye namayo umo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-165915_bem_798_elicit_0.wav	umutitikisha wamu ndupwa ne fitupa fyabwampano	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-132016_bem_fb0_elicit_14.wav	lintu bafika ku mushi banyinabo na banakulwibo balabasengela no kubapokelela ifyo basendele	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-195552_bem_fb0_elicit_7.wav	ubushiku bwakonkeleko joni atuma kalata kuli banalume no kubankomesha ukuti bakese ku bwinga	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200923-230549_bem_798_elicit_9.wav	lelo lesa amusalile ukuti atumwe ku ncende ya bulwi no kulengo kuti afike mu nshita galyati aletumfya no kutinya abena israeli	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-204525_bem_798_elicit_51.wav	neci cikuminefye abantu bonse	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201001-100406_bem_798_elicit_45.wav	takuli kufwaya muka beene nangu kwipaya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-090721_bem_fb0_elicit_31.wav	cilya bafika mu mushi teti bamone nelyo cimo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-114142_bem_798_elicit_11.wav	ubusha	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-054811_bem_798_elicit_24.wav	abo twaile nabo kundola bafulwa ilyo naibile umwina kyusa two fifty pounshi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-091537_bem_798_elicit_13.wav	ala imitima te pa kufuma	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-150533_bem_fb0_elicit_32.wav	janet ala nikwi wabasangile	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-213535_bem_d31_elicit_3.wav	ukulabako nokulabako ati eko mwaba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-223110_bem_fb0_elicit_24.wav	kuti wanjebako nelyo fye utwakuipususha ku cinkuula ici naupwako	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-061220_bem_798_elicit_36.wav	insansa ishingi ishingaba kuli imwe babili kwisamba kulya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-143443_bem_798_elicit_25.wav	my blue sky kabungwe akabomfya intaneti akaipelesha mukupeela ubwafwilisho pa milandu ya kucingilila ifyupo fyakupatikishiwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-042805_bem_d31_elicit_42.wav	ukulembwa kwa ulu lupapulo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200914-214639_bem_d31_elicit_11.wav	tapali ifyakulya tiyefye tutampepo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-143137_bem_d31_elicit_3.wav	waisafye mukulya pano ninshi iwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-062208_bem_d31_elicit_34.wav	finshi filecitika mbisi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-234513_bem_fb0_elicit_47.wav	janet ashuka sana kalata pa kufika ilyo joni ashiliko bwangubwangu aisula atampa no kusoma lubali alecebaceba no kucebaceba pakuti joni emusangilisha	1
/scratch/skscla001/experiments/datasets/bemgen/audio/13-201009-113828_bem_40e_elicit_24.wav	ifwe ne ntungulushi yesu mateo twati ukuba kwena bashifwe tubukile bwino lelo ico tumwene e citupeseshe amano	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-120903_bem_d31_elicit_20.wav	aba nomba ebapongoshi bobe ufwile ulebapela saana umucinshi waumfwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200915-234914_bem_798_elicit_2.wav	amapange yandi teyakulemba pa bumi bwabo ukufuma kubwaice bwabo lelo nipafyo balebombela icalo cabo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-195552_bem_fb0_elicit_37.wav	aleti nga atontonkanya icuma joni aleka pali ena ubukulu amona nefyo joni engacula nga cakuti apula mu ifunde lyakwe amukaana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-082418_bem_d31_elicit_9.wav	muli ili lyashi tweba abantu pafyo yesu atufumya mu lubembu ekutila ukufuma mu bubi mubufumu bwamfimfi ubwa kwa satana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-234543_bem_d31_elicit_7.wav	aile ku yordan kuli yohane	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-005539_bem_fb0_elicit_44.wav	janet ata ine kuti naya ku petauke ku mpanga ndi no kuya ku harare	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-000224_bem_fb0_elicit_48.wav	wena ngefyo wishibe ifwe twalikalipe sana no kufwaya ukulopola ulya canga lelo twatinine ukusebanya mulamu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-040939_bem_798_elicit_29.wav	mucishilano cesu umuntu bamwishibila ku nsoselo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-222019_bem_fb0_elicit_20.wav	awe bautumbika uwakuti uleciluka amabaka ayeneyene ayakuti umuti nelyo ulepe shani waciluka fye umuka umo na mabula nayekatila	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-204525_bem_798_elicit_24.wav	inshila icipingo cibomfeshamo isenge cipilibula fintu batetekela bacita ukufuma ku kutemwa kwa mumulu ukwisusha	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-162447_bem_798_elicit_4.wav	abakwata imibele yacanakashi pamo pene neya caume	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-011712_bem_798_elicit_1.wav	aibukishe mfwa yakwa anastasia na lingi untu ba mangala baibile awe ifilamba fyapona	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-122837_bem_d31_elicit_11.wav	ubwafya bulipo bwakweba ati kuntu baya balibebila ifipe fyonse bakwete	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-042805_bem_d31_elicit_50.wav	umuntu onse uuleshitisha ulupapulo akulabulamo two hundred kwacha mu lupapulo lumo elyo no kutuma two thousand eight hundred kwacha ulwa lupapulo lumo ku mukalamba aleimininako icitungu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-054811_bem_798_elicit_50.wav	umwaume umbi alifililwe isukulu alateya injuka	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-194133_bem_798_elicit_10.wav	ilingi line baice bamalonda pamo na bakacema	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-195552_bem_fb0_elicit_35.wav	ico akutumanine no kusanasansamuka nico amafunde ya bukapenta yalingile sana mu mutwe wakwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-110412_bem_798_elicit_18.wav	ala aba aba bantu nabo baabo mushobo nga balabu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-100107_bem_d31_elicit_10.wav	ilyo ali mu tulo yohane alisunkene no kupilibuka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200924-222234_bem_798_elicit_35.wav	ukusendelane fisendo	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-101707_bem_d31_elicit_28.wav	nangula fimbi ifikumine abengi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-112337_bem_d31_elicit_24.wav	fintu nshi hagar asambilile pali lesa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-224141_bem_fb0_elicit_12.wav	lilya abalondo bapwa ukwipaya isabi baisalifumisha ku lwamba iwa mumana lyali ilingi nganshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-221220_bem_d31_elicit_16.wav	alitwelele membu shesu shonse ico kristu alitufutile mu mulopa wakwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-221342_bem_fb0_elicit_46.wav	batala baminina panono pakuti janet afwaye incinga yakwe apo ashile	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-203149_bem_fb0_elicit_22.wav	iwe lolela kuno kwine pakuti umwina mobe umutima ufuuke tulekutwala panuma pantu nga mwaya nankwe alekuuma sana	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-003945_bem_fb0_elicit_3.wav	janet iyoo ndi munsenga kuli batata kabili ndi mushona kuli bamayo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-112337_bem_d31_elicit_39.wav	musango nshi umubomfi aampanishisha ukutungulula kusuma kwakwa lesa kuba ng'anda yakwa rebecca	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200929-215409_bem_fb0_elicit_26.wav	nishi apo joni napwa fye kale ukupompe ncinga amono kuti cikashana talefwaya kumusha bwangu ati no kuti lelo lyena nokulumuna icamucila utali	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-054811_bem_798_elicit_18.wav	naupa  natatamuna lenie uwfumine kumulume nomulandu tawaishibikwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-033028_bem_798_elicit_48.wav	umulunshi wa nama nangu umulondo we sabi tashalilila mu mpanga nangu pa mu mana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180102-143243_bem_d31_elicit_10.wav	pantu baleshita ku citungu ca migodi ku kasama nangula ku mansa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200915-234914_bem_798_elicit_3.wav	filetuletela insansa sana fweba sempya	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-091908_bem_798_elicit_9.wav	fifwani finga kapumpe aikele necisungu cakwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-163326_bem_d31_elicit_42.wav	takwabe cintu nangu cimo icingabombo mulimo untu amalembo yabomba ico yena yonse yabe cebo caputwamo kuli lesa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-162447_bem_798_elicit_34.wav	one eight zero zero respect kabungwe kamu calo ca australia akabombela mukupanda amano mu milandu ya kulungana nabantu ku maka elyo no bunkalwe no mutitikisha mu mayanda	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-122608_bem_798_elicit_9.wav	ku moolu balwalako ne ndyato	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-031630_bem_d31_elicit_14.wav	mu cifulo cakuti lesa amupanike nelyo kumulofya amupekanishe pamo no mukashi wakwe ifyakufwala no kupelela fye pakubafumya mwi bala	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201004-201313_bem_fb0_elicit_48.wav	mfubu mukulu alapwa fye ukulya ala mukwai imiti alauminkanya ibiliibili	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-033028_bem_798_elicit_30.wav	ukulengula fyonse ifyo alecita	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-185936_bem_d31_elicit_37.wav	pamo nge nshita lesa alesonta shauli ukuba imfumu pa mutundu wakwa israele asokolwelele kasesema	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-213930_bem_d31_elicit_34.wav	mumpwendwa twenty tulesangamo ubutantiko bwa fintu ifyaishile citika panuma yamyaka forty	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-015856_bem_798_elicit_9.wav	no kubulo bufumu mwateka pa mitwe yenu	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-023953_bem_d31_elicit_44.wav	shimapepo nkumbu wishi wakwa chande aile bwangu bwangu ku ng'anda yakwa bauleni mukupapata ukuti shikulu bantu abeleleko abalumendo uluse	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-001734_bem_798_elicit_30.wav	nga neci abantu bakulya abalapepa inama sha mu mimana bena ni mfumu awe cabwela caisha no mwana	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-020958_bem_d31_elicit_48.wav	abantu amakumi yasano ukufuma ku angola  baendela na motoka inshiku shine ukuya ku kabwe ne nshiku shine ukubwelelamo nakabili	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200925-070127_bem_798_elicit_19.wav	muli uno natuleya number three twatendeka ukulondolola ifikomo ne fipande fya lupapulo lwa christian brethren	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-122837_bem_d31_elicit_15.wav	nomba imwe ba kabilo mwalishiba ukuti tenshita mufola ino	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-193222_bem_fb0_elicit_36.wav	ilyo bashifyala joni bafikile ukufuma ku ncito joni atemenwe sana pantu bali ne mipulwe ya kusosa ne milangwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-143443_bem_798_elicit_28.wav	tumeni kakalata kapali musange pali zero four eight one zero seven zero eight four four	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-132016_bem_fb0_elicit_15.wav	ee bayafisha pa mwinshi	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-090125_bem_d31_elicit_4.wav	abamukonka balishininwa apakalamba palwa ena icakuti balalemba muli cila citabo pa fitabo fyabo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-005539_bem_fb0_elicit_23.wav	awe clara apokelela umunankwe amupela ne cakulya	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-091556_bem_d31_elicit_37.wav	eico natendeke ukukonka fyonse ifyo alecita	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-235328_bem_d31_elicit_37.wav	ishiwi lya cina latin ilyapalanako lya missus uko ukwafuma ishiwi lyaba missionary	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200916-033028_bem_798_elicit_18.wav	eico balandila atisule mbwa wisula muntu pantu inshiku tashicelela mumo ne inshiku mutanda  tashilingana shonse	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_40.wav	na limolimo kuti umukalamba amutuma ukwabika inkwa abika no bwali ne nama mukati	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-084033_bem_d31_elicit_29.wav	balikwata umutunganya ku balebateka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-005222_bem_798_elicit_6.wav	balelanda ifintu ifingi saana ifyo teti omfwe na kumfwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200923-215451_bem_798_elicit_16.wav	belengeni ukufuma pe bula eleven pafyo cilonganino cenu cingaba icilonganino ca bena kristu icine cine	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-120903_bem_d31_elicit_26.wav	muntu imwe tamumwene ati bapongoshi benu aba	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-110537_bem_d31_elicit_30.wav	kalemba mukalamba editor elyo nakabungwe ka bampandamano	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-110012_bem_d31_elicit_15.wav	cintu icisuma ukutungulula bwino uku kulanshanya	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-025003_bem_798_elicit_14.wav	epa kufumamo muli bu mangala	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-091556_bem_d31_elicit_6.wav	alifwele bwino ali uwacindama no kumoneka kwa ti ni mfumu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-015856_bem_798_elicit_43.wav	uku nako ulwa bwinga no lwa ncito	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200915-120130_bem_346_elicit_14.wav	mufwile mubutuke	0
/scratch/skscla001/experiments/datasets/bemgen/audio/17-200916-193611_bem_346_elicit_29.wav	elyo iyo ni b  mwaumfwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201011-231356_bem_fb0_elicit_46.wav	limolimo kuti no waishibisha wine camwalukila afilwa ukutapa nao baisamututa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201001-100406_bem_798_elicit_13.wav	nokutila abanakashi nibanankomesha kanshi kano wabataluka kanofye ngawakula elyo waupa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-044203_bem_d31_elicit_38.wav	nefyo twingaficimfya no kwikala ubwikashi ubusuma nge cakumwenako	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201002-093346_bem_798_elicit_4.wav	bushe umuntu uwatola nacisungu bamwita shaani   nakalamba	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-021353_bem_798_elicit_3.wav	maria vigodolo nao ninshi abwela ku sukulu ese aloshe nkashinankwe	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-193222_bem_fb0_elicit_15.wav	pa kapiri mposhi batala baika ukufungululako amolu bashitapo na tumotumo ifi balalya	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-212422_bem_fb0_elicit_26.wav	leio tababikilemo ifumo bonse balikene ukuti bapele ifumo pantu ifyela fyaliafishe pa nshita ilya	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-184652_bem_fb0_elicit_36.wav	acindama nga mala ya nkalamo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-090011_bem_d31_elicit_44.wav	aba bonse babomfi bakwa lesa bamo niba kabila wa mbila nsuma elyo bambi nintungulushi sha filonganino	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-190124_bem_fb0_elicit_37.wav	we mwana nobe ulapalwa amate ku filolo fya pa nsaka ni teka fitalale	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-005539_bem_fb0_elicit_2.wav	uyu aposha janet ni japhet daka nga muleibukisha ulya abasendele ukubatwala ku lusaka ku bwinga	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-110537_bem_d31_elicit_44.wav	nanguline uku kulongana kwalifye kwa bushiku bumo twasambilile ifintu ifinono ifikankala	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200921-163326_bem_d31_elicit_17.wav	apa tulemonapo ifyo ilintu yesu talatendeko kusambilisha alisambilile	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-180101-023953_bem_d31_elicit_43.wav	kulya ku kapokola eko bamulondolwelele umulandu onse	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201005-234215_bem_fb0_elicit_30.wav	ala ndeti bula ipulu upele imbwa imbwa nga yalya na iwe wipaye imbwa ulye nga walya imbwa na ifwe tukulye	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-200921-105818_bem_798_elicit_20.wav	mufwile ukuya ku cipatala icili mupepi mu kundapwa ilyoline fye	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-154723_bem_fb0_elicit_17.wav	mr van ersen ati fyonse ifipe fya citukutuku fili fye bwino	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-112337_bem_d31_elicit_15.wav	abantu abapofula ku mupashi imibele yabo yaba shani	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-195552_bem_fb0_elicit_21.wav	ala kuti nga wamonako nelyo ushaishiba kabili taufwaya kucinda ubo bushiku kuti wapanga ukuti na iwe ukeshibe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201013-141625_bem_fb0_elicit_34.wav	ulucelo ku maca abene ba maliba nabema abasendamishe balebakuntila na ku fiibi baima batungana no mulongo ukuya ku kulengula	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201002-002057_bem_fb0_elicit_38.wav	kuti cilya ati emye katundu aumfwa kufina e pa kufumina panse ku kufwaya utwaice tutatu tuleteya boola atwita pamo twaisa fye ulubilo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200918-101707_bem_d31_elicit_8.wav	nga cakuti shalyamba ukutontonkanya ukuti yesu ecibusa icacilapo shikalatila ron hubbard ecibusafye cacilapo	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200930-150533_bem_fb0_elicit_4.wav	joni fyonse ifyo walanda mune fintu fyabola fyekafyeka	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201006-110929_bem_fb0_elicit_52.wav	cembe kafulawafita te mulomo wa kuliilako lelo mulomo wa kupatanya fwe babiye bonse	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201007-004908_bem_798_elicit_31.wav	twaliikala nabo inshila cinoono	0
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-003654_bem_798_elicit_15.wav	kuti ulucelo bulacafye bakaka no tufipe twabo balafumina na panse	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200917-231428_bem_d31_elicit_47.wav	ifi tulefimwena mu musango untu alelondolwelamo aleisankonkapo uwancila maka uo nshifwile ukwinama no kukakula nshinga sha ndyato shakwe	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201004-113233_bem_798_elicit_6.wav	eco bashafushishepo na mashiwi mpaka ninshi ilyo bamona ifintu fyayafya kuntanshi	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201012-193916_bem_fb0_elicit_38.wav	ku bamusango uyu ne filambu fine tafyafya iyo kabili balailemena ukucila balya abafwailapo limo ifilambu	1
/scratch/skscla001/experiments/datasets/bemgen/audio/03-201006-013752_bem_798_elicit_29.wav	bengi baeshako balifilwa	0
/scratch/skscla001/experiments/datasets/bemgen/audio/01-201001-225221_bem_fb0_elicit_21.wav	afwaya no kuti amumone nakalya awe ashita no bwalwa alanwa	1
/scratch/skscla001/experiments/datasets/bemgen/audio/01-200922-010446_bem_d31_elicit_10.wav	nomba bushe kuti bakuuta shani imfumu iyo bashasumina	1
