speaker_id	audio	sentence	duration	gender	gender_domain
1	01-201005-234215_bem_fb0_elicit_30.wav	ala ndeti bula ipulu upele imbwa imbwa nga yalya na iwe wipaye imbwa ulye nga walya imbwa na ifwe tukulye	11.53	M	1
3	03-200921-105818_bem_798_elicit_20.wav	mufwile ukuya ku cipatala icili mupepi mu kundapwa ilyoline fye	4.9	F	0
1	01-200930-154723_bem_fb0_elicit_17.wav	mr van ersen ati fyonse ifipe fya citukutuku fili fye bwino	5.67	M	1
1	01-200918-112337_bem_d31_elicit_15.wav	abantu abapofula ku mupashi imibele yabo yaba shani	3.49	M	1
1	01-201001-195552_bem_fb0_elicit_21.wav	ala kuti nga wamonako nelyo ushaishiba kabili taufwaya kucinda ubo bushiku kuti wapanga ukuti na iwe ukeshibe	10.3	M	1
1	01-201013-141625_bem_fb0_elicit_34.wav	ulucelo ku maca abene ba maliba nabema abasendamishe balebakuntila na ku fiibi baima batungana no mulongo ukuya ku kulengula	14.23	M	1
1	01-201002-002057_bem_fb0_elicit_38.wav	kuti cilya ati emye katundu aumfwa kufina e pa kufumina panse ku kufwaya utwaice tutatu tuleteya boola atwita pamo twaisa fye ulubilo	13.59	M	1
1	01-200918-101707_bem_d31_elicit_8.wav	nga cakuti shalyamba ukutontonkanya ukuti yesu ecibusa icacilapo shikalatila ron hubbard ecibusafye cacilapo	8.17	M	1
1	01-200930-150533_bem_fb0_elicit_4.wav	joni fyonse ifyo walanda mune fintu fyabola fyekafyeka	4.36	M	1
1	01-201006-110929_bem_fb0_elicit_52.wav	cembe kafulawafita te mulomo wa kuliilako lelo mulomo wa kupatanya fwe babiye bonse	8.35	M	1
3	03-201007-004908_bem_798_elicit_31.wav	twaliikala nabo inshila cinoono	3.58	F	0
3	03-201006-003654_bem_798_elicit_15.wav	kuti ulucelo bulacafye bakaka no tufipe twabo balafumina na panse	6.19	F	0
1	01-200917-231428_bem_d31_elicit_47.wav	ifi tulefimwena mu musango untu alelondolwelamo aleisankonkapo uwancila maka uo nshifwile ukwinama no kukakula nshinga sha ndyato shakwe	13.39	M	1
3	03-201004-113233_bem_798_elicit_6.wav	eco bashafushishepo na mashiwi mpaka ninshi ilyo bamona ifintu fyayafya kuntanshi	6.99	F	0
1	01-201012-193916_bem_fb0_elicit_38.wav	ku bamusango uyu ne filambu fine tafyafya iyo kabili balailemena ukucila balya abafwailapo limo ifilambu	10.75	M	1
3	03-201006-013752_bem_798_elicit_29.wav	bengi baeshako balifilwa	2.68	F	0
1	01-201001-225221_bem_fb0_elicit_21.wav	afwaya no kuti amumone nakalya awe ashita no bwalwa alanwa	6.1	M	1
1	01-200922-010446_bem_d31_elicit_10.wav	nomba bushe kuti bakuuta shani imfumu iyo bashasumina	4.4	M	1
1	01-200930-150533_bem_fb0_elicit_49.wav	joni hallo walya gelo cinecine ukacite bwangu mune	8.67	M	1
1	01-200922-100107_bem_d31_elicit_31.wav	moneni ifyo mwinganonkamo ukufuma mu tusebo tulelanda pama programmes na maseminars ayalekana lekana ayo yalebomba mu filonganino fyesu	13.14	M	1
1	01-201001-234513_bem_fb0_elicit_24.wav	joni e pa kutampa ukulya ubwali alyapo fye isha kupenda aeba janet ukuti amupeele umunkoyo	7.6	M	1
3	03-201002-063230_bem_798_elicit_14.wav	pantu joni balimwikete ico catunganishiwe ati ewaipeye banda kolala	6.97	F	0
1	01-201001-172058_bem_fb0_elicit_48.wav	ilyo bapitile kumwakwe cinecine basange fishilwa fya citukutuku pa lubansa	6.51	M	1
1	01-200914-213535_bem_d31_elicit_36.wav	abanobe balaipatikishako nangu ulicikopo	3.34	M	1
1	01-200922-110537_bem_d31_elicit_21.wav	mu nshiku ishileisa nafimbi ifyakubelenga fikalasangwa pali ii website	6.1	M	1
1	01-200922-010446_bem_d31_elicit_42.wav	ala mukwai ilyo line nabikile ifyola fyandi panshi pa mwinshi wamu bank elyo namukumbatila bonse twalalila nokulila	10.05	M	1
1	01-200917-132419_bem_d31_elicit_11.wav	kasesema samwele aletina ukwipaiwa ku mfumu iyaleteka	5.17	M	1
1	01-180102-143243_bem_d31_elicit_39.wav	mukwai tuletotela ba kateka no buteko nakabili	3.63	M	1
1	01-180101-141937_bem_d31_elicit_24.wav	bushe robina ni nkashi obe ukuti ulelanda ati nine mulamu obe	3.74	M	1
1	01-201002-011519_bem_fb0_elicit_29.wav	abalumendo ba uno mwaka tabomfwa	3.86	M	1
1	01-201005-222019_bem_fb0_elicit_31.wav	umunabo juni ati atileko mwe banandi nga kansi ni shani mwala	6.26	M	1
1	01-201002-003945_bem_fb0_elicit_1.wav	janet  iyoo mu ndola neyaikilamo fye pa kunina ishitima lya kuntwala ku lusaka uko njikala	10.14	M	1
1	01-201002-002057_bem_fb0_elicit_20.wav	janet ndeumfwa impepo no mutwe ubwafita na fititi	4.88	M	1
3	03-200916-010158_bem_798_elicit_44.wav	bantu baishiba balupwa lwabo	3.27	F	0
1	01-201011-224854_bem_fb0_elicit_19.wav	iyo tabalanona atemwa ee solye	3.97	M	1
3	03-200924-181036_bem_798_elicit_40.wav	nelyo dabidi tali mushilika uwakanshiwe alikwete ubwishibilo pa bulwi	5.99	F	0
3	03-201002-054811_bem_798_elicit_46.wav	abantu nakongweleko bapoka impiya isho napokele	4.08	F	0
3	03-200916-033028_bem_798_elicit_36.wav	noyu wine mwenso ulenga ukuti fyonse filecitwa bwino kabili filepwishiwa munshita iyalinga	9.05	F	0
3	03-201001-105646_bem_798_elicit_46.wav	twaima twaya ku ndola	2.18	F	0
3	03-200925-062606_bem_798_elicit_16.wav	ni muli ci citabo twakulalondolola	2.9	F	0
1	01-200921-192247_bem_d31_elicit_5.wav	yesu alisambilishe fintu fingi ukupitila mukubomfye milumbe	4.49	M	1
1	01-201012-183344_bem_fb0_elicit_15.wav	tapali no walisha ulushosho kano fye ukwikala kuta	7.12	M	1
3	03-200923-215451_bem_798_elicit_27.wav	bushe ucita shani nga cakuti mu mweo obe mwaisa icintu icayafya	5.92	F	0
1	01-200914-213535_bem_d31_elicit_7.wav	nga twasova ubu ubwafya ninshi capwa	2.36	M	1
3	03-200915-234914_bem_798_elicit_32.wav	eico cingilingile ukuba ne sukulu lyakusambilishamo abana nabakulu ifishilano fyesu no lulimi lwesu	10.32	F	0
1	01-200922-004748_bem_d31_elicit_18.wav	mucine imisepela ukufuma mu filongannino fyesu eko bali nabena  tapali nangu umo ulefwaya ukupanya ilishuko likalamba ilikukwatilapo amasambililo nayambi elyo ne citupa	14.16	M	1
3	03-201002-085315_bem_798_elicit_17.wav	batweele ulupiya lunga batwele ulupiya lutatu	4.06	F	0
1	01-201012-184652_bem_fb0_elicit_4.wav	nalabalilapo ukulondolola amaliba ya tuni	3.88	M	1
3	03-200925-062606_bem_798_elicit_34.wav	umuntu onse ukubikapofye na balya abashaba mu nkuta sha christian brethren bali abantungwa ukushitako ici citabo	8.39	F	0
1	01-200922-003122_bem_d31_elicit_21.wav	umukashi wakwe aletutuma no kupiba icakuti alefilwa ukulanda alealaula fye amaboko ukulango kuti alekabilo bwafwilisho	11.0	M	1
3	03-201002-054811_bem_798_elicit_5.wav	atila inkanda tekantu pantu yaba mucipasho cimo	3.9	F	0
1	01-201012-193916_bem_fb0_elicit_0.wav	ayasosa na kuli banyina tekuti bamushinaule sana iyo kuti bati fye te mulandu umwana apona ku muleshi	11.71	M	1
3	03-201006-003654_bem_798_elicit_35.wav	umuntu ni cikanga abutuke	2.95	F	0
3	03-201007-011712_bem_798_elicit_23.wav	nacine yalile ishifikafye na patili afungulula no mulandu	5.54	F	0
1	01-200918-081050_bem_d31_elicit_20.wav	musango nshi tulingile ukupokelelamo umweni pakuba nga membala mu cilonganino cesu	5.67	M	1
1	01-200918-075458_bem_d31_elicit_46.wav	ba minshoni mu filonganino fya cmml pakwishiba ukuti icilonganino cakwa lesa kabili kristu e mutwe wa ciko tabapangile lupapulo lwa mafunde yabo abene	12.32	M	1
1	01-200922-100107_bem_d31_elicit_48.wav	abaimishe amaboko mukulango kusumina bali abengi	4.22	M	1
3	03-201006-021353_bem_798_elicit_24.wav	kanshi naco calingilefye pakuti shamitombo akayeumfwa fyonse bwinobwino kwa wongo umwakubacinshisha pakuti bakabapumikishefye	11.16	F	0
